Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
mighty-onepiece,,,,,,,,,Night Jungle,,S,,,WS231530JN,226.796185,shopify,continue,manual,178.00,,true,true,'810107446843,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0312.jpg?v=1689879418,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1379.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Night Jungle,,M,,,WS231530JN,226.796185,shopify,continue,manual,178.00,,true,true,'810107446850,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0308_0bda2cd6-91ae-48cc-91dc-a23172af0657.jpg?v=1689879418,8,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1379.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Night Jungle,,L,,,WS231530JN,226.796185,shopify,continue,manual,178.00,,true,true,'810107446867,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0308_b4570b5c-9631-4d7f-8b3f-34fc147009e8.jpg?v=1689879418,9,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1379.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Night Jungle,,XL,,,WS231530JN,226.796185,shopify,continue,manual,178.00,,true,true,'810107446874,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/mighty-onepiece-tiger-palm.jpg?v=1689879418,10,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1379.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Tiger Palm,,XS,,,WS231530TP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446881,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0347.jpg?v=1689879418,11,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0308_0bda2cd6-91ae-48cc-91dc-a23172af0657.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Tiger Palm,,S,,,WS231530TP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446898,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0350.jpg?v=1689879418,12,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0308_b4570b5c-9631-4d7f-8b3f-34fc147009e8.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Tiger Palm,,M,,,WS231530TP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446904,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0352.jpg?v=1689879418,13,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0308.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Tiger Palm,,L,,,WS231530TP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446911,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1379.jpg?v=1689879418,14,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0308.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Tiger Palm,,XL,,,WS231530TP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446928,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1397.jpg?v=1689879418,15,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0308.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Canopy,,XS,,,WS231530CP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446935,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0347.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Canopy,,S,,,WS231530CP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446942,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0347.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Canopy,,M,,,WS231530CP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446959,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0347.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Canopy,,L,,,WS231530CP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446966,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0347.jpg?v=1689879418,lb,,,,,,,
mighty-onepiece,,,,,,,,,Canopy,,XL,,,WS231530CP,226.796185,shopify,continue,manual,178.00,,true,true,'810107446973,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0347.jpg?v=1689879418,lb,,,,,,,
girls-sporty-short,Girls Sporty Short,"<p>The Sporty Short features:</p>
<ul>
<li>Front Pockets</li>
<li>Light Weight Stretchy</li>
<li>Adjustable Tie Waistband</li>
</ul>
<p><strong>Fabric</strong>: 81% Recycled Polyester/19% Lycra</p>",Swiminista,,"","",true,Color,Pink Gingham,Size,4,,,GS23108TGN,0.0,shopify,deny,manual,48.00,,true,true,'810107444863,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0124.jpg?v=1684367927,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0052.jpg?v=1684367927,lb,,,true,true,,,active
girls-sporty-short,,,,,,,,,Pink Gingham,,6,,,GS23108TGN,0.0,shopify,deny,manual,48.00,,true,true,'810107444870,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0052.jpg?v=1684367927,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0052.jpg?v=1684367927,lb,,,,,,,
girls-sporty-short,,,,,,,,,Pink Gingham,,8,,,GS23108TGN,0.0,shopify,deny,manual,48.00,,true,true,'810107444887,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0054.jpg?v=1684367927,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0052.jpg?v=1684367927,lb,,,,,,,
girls-sporty-short,,,,,,,,,Pink Gingham,,10,,,GS23108TGN,0.0,shopify,deny,manual,48.00,,true,true,'810107444894,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0127.jpg?v=1680723117,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0052.jpg?v=1684367927,lb,,,,,,,
girls-sporty-short,,,,,,,,,Pink Gingham,,12,,,GS23108TGN,0.0,shopify,deny,manual,48.00,,true,true,'810107444900,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0130.jpg?v=1680723117,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0052.jpg?v=1684367927,lb,,,,,,,
girls-sporty-short,,,,,,,,,Tiger Palm,,4,,,GS23108TTP,0.0,shopify,deny,manual,48.00,,true,true,'810107444917,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0095.jpg?v=1680723117,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0124.jpg?v=1684367927,lb,,,,,,,
girls-sporty-short,,,,,,,,,Tiger Palm,,6,,,GS23108TTP,0.0,shopify,deny,manual,48.00,,true,true,'810107444924,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0096.jpg?v=1680723117,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0124.jpg?v=1684367927,lb,,,,,,,
girls-sporty-short,,,,,,,,,Tiger Palm,,8,,,GS23108TTP,0.0,shopify,deny,manual,48.00,,true,true,'810107444931,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0092.jpg?v=1680723117,8,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0124.jpg?v=1684367927,lb,,,,,,,
girls-sporty-short,,,,,,,,,Tiger Palm,,10,,,GS23108TTP,0.0,shopify,deny,manual,48.00,,true,true,'810107444948,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0127.jpg?v=1680723117,lb,,,,,,,
girls-sporty-short,,,,,,,,,Tiger Palm,,12,,,GS23108PG,0.0,shopify,deny,manual,48.00,,true,true,'810107444900,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0127.jpg?v=1680723117,lb,,,,,,,
girls-sporty-short,,,,,,,,,White Butterfly Parade,,4,,,GS23108TZN,0.0,shopify,deny,manual,48.00,,true,true,'810107444818,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0092.jpg?v=1680723117,lb,,,,,,,
girls-sporty-short,,,,,,,,,White Butterfly Parade,,6,,,GS23108TZN,0.0,shopify,deny,manual,48.00,,true,true,'810107444825,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0095.jpg?v=1680723117,lb,,,,,,,
girls-sporty-short,,,,,,,,,White Butterfly Parade,,8,,,GS23108TZN,0.0,shopify,deny,manual,48.00,,true,true,'810107444832,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0095.jpg?v=1680723117,lb,,,,,,,
girls-sporty-short,,,,,,,,,White Butterfly Parade,,10,,,GS23108TZN,0.0,shopify,deny,manual,48.00,,true,true,'810107444849,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0092.jpg?v=1680723117,lb,,,,,,,
girls-sporty-short,,,,,,,,,White Butterfly Parade,,12,,,GS23108TZN,0.0,shopify,deny,manual,48.00,,true,true,'810107444856,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0092.jpg?v=1680723117,lb,,,,,,,
superb-sarong,Superb Sarong,"<p><strong>DESCRIPTION</strong></p>
<p>The Superb Sarong is made from recycled micro-mesh and is adorned with four Swiminista gold triangles on each corner. The draping is exquisite. </p>
<p> </p>",Swiminista,,"","",true,Size,One Size,Color,Black,,,WR23139SRBK,226.796185,shopify,deny,manual,88.00,,true,true,'810107445068,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0213.jpg?v=1680399045,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0273.jpg?v=1680399045,lb,,12.29,true,true,,,active
superb-sarong,,,,,,,,,One Size,,Canopy,,,WR23139SRCP,226.796185,shopify,deny,manual,88.00,,true,true,'810107445099,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0215.jpg?v=1680399045,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/743.jpg?v=1686293289,lb,,12.29,,,,,
superb-sarong,,,,,,,,,One Size,,Exotic Orange,,,WR23139SRNG,226.796185,shopify,deny,manual,88.00,,true,true,'810107445105,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0271.jpg?v=1680399045,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/824.jpg?v=1686168242,lb,,12.29,,,,,
superb-sarong,,,,,,,,,One Size,,Night Jungle,,,WR23139SRJN,226.796185,shopify,deny,manual,88.00,,true,true,'810107445075,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0273.jpg?v=1680399045,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/504.jpg?v=1686163116,lb,,12.29,,,,,
superb-sarong,,,,,,,,,One Size,,Pink Gingham,,,WR23139SRGN,226.796185,shopify,deny,manual,88.00,,true,true,'810107445037,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/504.jpg?v=1686163116,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/GinghamSarong.jpg?v=1687530971,lb,,12.29,,,,,
superb-sarong,,,,,,,,,One Size,,Tiger Palm,,,WR23139SRTP,226.796185,shopify,deny,manual,88.00,,true,true,'810107445082,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/640.jpg?v=1686163122,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/633.jpg?v=1686168274,lb,,12.29,,,,,
superb-sarong,,,,,,,,,One Size,,White Butterfly Parade,,,WR23139SRBW,226.796185,shopify,deny,manual,88.00,,true,true,'810107445044,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/824.jpg?v=1686168242,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0213.jpg?v=1680399045,lb,,12.29,,,,,
superb-sarong,,,,,,,,,One Size,,White Hot,,,WR23139SRWH,226.796185,shopify,deny,manual,88.00,,true,true,'810107445051,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/829.jpg?v=1686168242,8,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/488.jpg?v=1686168428,lb,,12.29,,,,,
superb-sarong,,,,,,,,,One Size,,Zinnia,,,WR23139SRZN,226.796185,shopify,deny,manual,88.00,,true,true,'810107445112,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/511.jpg?v=1686168265,9,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/592.jpg?v=1688765698,lb,,12.29,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/523.jpg?v=1686168265,10,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/541.jpg?v=1686168265,11,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/633.jpg?v=1686168274,12,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/639.jpg?v=1686168274,13,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/849.jpg?v=1686168274,14,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/488.jpg?v=1686168428,15,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/745.jpg?v=1686293289,16,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/765.jpg?v=1686293289,17,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/743.jpg?v=1686293289,18,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/GinghamSarong.jpg?v=1687530971,19,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/592.jpg?v=1688765698,20,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/595.jpg?v=1688765699,21,,,,,,,,,,,,,,,,,,,,,,,,
superb-sarong,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/607.jpg?v=1688765699,22,,,,,,,,,,,,,,,,,,,,,,,,
strong-long-sleeve-onepiece,Strong Long-sleeve Onepiece,"<p style=""font-size: 16px;"">There’s a first time for everything! Introducing our very first long sleeve one piece. The Strong has been thoughtfully designed to protect your arms from getting too much sun, while still hugging the body in all the right places, giving you the confidence to be Strong! You can zip it up or down to find the right amount of sexy!<br></p>
<ul style=""font-size: 16px;"">
<li>Long sleeves</li>
<li>Zip front</li>
<li>Removable cups with shelf bra</li>
<li>Medium coverage</li>
</ul>",SWIMWEAR,,"","2022, JARDIN EXOCHIC, spo-default, spo-disabled, spo-notify-me-disabled, strong onepiece",true,Color,Black,Size,XS,,,WS22138OBK,0.0,shopify,deny,manual,178.00,,true,true,'810107444573,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0194.jpg?v=1684366701,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0295_faf4893c-f3ea-41e9-9b12-47d690778f3e.jpg?v=1684366701,lb,,,true,true,,,active
strong-long-sleeve-onepiece,,,,,,,,,Black,,S,,,WS22138OBK,0.0,shopify,deny,manual,178.00,,true,true,'810107444580,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0295_faf4893c-f3ea-41e9-9b12-47d690778f3e.jpg?v=1684366701,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0295_faf4893c-f3ea-41e9-9b12-47d690778f3e.jpg?v=1684366701,lb,,,,,,,
strong-long-sleeve-onepiece,,,,,,,,,Black,,M,,,WS22138OBK,0.0,shopify,deny,manual,178.00,,true,true,'810107444597,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0196.jpg?v=1680644604,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0295_faf4893c-f3ea-41e9-9b12-47d690778f3e.jpg?v=1684366701,lb,,,,,,,
strong-long-sleeve-onepiece,,,,,,,,,Black,,L,,,WS22138OBK,0.0,shopify,deny,manual,178.00,,true,true,'810107444603,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0298.jpg?v=1680644604,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0295_faf4893c-f3ea-41e9-9b12-47d690778f3e.jpg?v=1684366701,lb,,,,,,,
strong-long-sleeve-onepiece,,,,,,,,,Black,,XL,,,WS22138OBK,0.0,shopify,deny,manual,178.00,,true,true,'810107445020,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0198.jpg?v=1680643733,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0295_faf4893c-f3ea-41e9-9b12-47d690778f3e.jpg?v=1684366701,lb,,,,,,,
strong-long-sleeve-onepiece,,,,,,,,,White Butterfly Parade,,XS,,,WS22138OBW,0.0,shopify,deny,manual,178.00,,true,true,'810107444528,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0354.jpg?v=1684367343,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0194.jpg?v=1684366701,lb,,,,,,,
strong-long-sleeve-onepiece,,,,,,,,,White Butterfly Parade,,S,,,WS22138OBW,0.0,shopify,deny,manual,178.00,,true,true,'810107444535,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0356.jpg?v=1684367343,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0194.jpg?v=1684366701,lb,,,,,,,
strong-long-sleeve-onepiece,,,,,,,,,White Butterfly Parade,,M,,,WS22138OBW,0.0,shopify,deny,manual,178.00,,true,true,'810107444542,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/UntitledSession0357.jpg?v=1684367343,8,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0194.jpg?v=1684366701,lb,,,,,,,
strong-long-sleeve-onepiece,,,,,,,,,White Butterfly Parade,,L,,,WS22138OBW,0.0,shopify,deny,manual,178.00,,true,true,'810107444559,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0194.jpg?v=1684366701,lb,,,,,,,
strong-long-sleeve-onepiece,,,,,,,,,White Butterfly Parade,,XL,,,WS22138OBW,0.0,shopify,deny,manual,178.00,,true,true,'810107444566,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/UntitledSession0194.jpg?v=1684366701,lb,,,,,,,
routeins,Route Package Protection,"
      Route provides protection for shipments that are lost, broken, or stolen.
      Add Route to your cart at checkout to enable protection.
      <p>Visit <a href=""https://route.com"">route.com</a> to learn more.</p>
    ",Route,,Insurance,"",true,Title,$0.98,,,,,ROUTEINS10,0.0,,continue,manual,0.98,,false,false,'850006768103,https://cdn.shopify.com/s/files/1/0150/5306/2192/products/route-package-protection-logo.jpg?v=1687357531,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
routeins,,,,,,,,,$1.15,,,,,ROUTEINS11,0.0,,continue,manual,1.15,,false,false,'850006768110,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$1.35,,,,,ROUTEINS12,0.0,,continue,manual,1.35,,false,false,'850006768127,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$1.55,,,,,ROUTEINS13,0.0,,continue,manual,1.55,,false,false,'850006768134,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$1.75,,,,,ROUTEINS14,0.0,,continue,manual,1.75,,false,false,'850006768141,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$1.95,,,,,ROUTEINS15,0.0,,continue,manual,1.95,,false,false,'850006768158,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$2.15,,,,,ROUTEINS16,0.0,,continue,manual,2.15,,false,false,'850006768165,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$2.35,,,,,ROUTEINS17,0.0,,continue,manual,2.35,,false,false,'850006768172,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$2.55,,,,,ROUTEINS18,0.0,,continue,manual,2.55,,false,false,'850006768189,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$2.75,,,,,ROUTEINS19,0.0,,continue,manual,2.75,,false,false,'850006768196,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$2.95,,,,,ROUTEINS20,0.0,,continue,manual,2.95,,false,false,'850006768202,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$3.15,,,,,ROUTEINS21,0.0,,continue,manual,3.15,,false,false,'850006768219,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$3.35,,,,,ROUTEINS22,0.0,,continue,manual,3.35,,false,false,'850006768226,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$3.55,,,,,ROUTEINS23,0.0,,continue,manual,3.55,,false,false,'850006768233,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$3.75,,,,,ROUTEINS24,0.0,,continue,manual,3.75,,false,false,'850006768240,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$3.95,,,,,ROUTEINS25,0.0,,continue,manual,3.95,,false,false,'850006768257,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$4.15,,,,,ROUTEINS26,0.0,,continue,manual,4.15,,false,false,'850006768264,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$4.35,,,,,ROUTEINS27,0.0,,continue,manual,4.35,,false,false,'850006768271,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$4.55,,,,,ROUTEINS28,0.0,,continue,manual,4.55,,false,false,'850006768288,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$4.75,,,,,ROUTEINS29,0.0,,continue,manual,4.75,,false,false,'850006768295,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$4.95,,,,,ROUTEINS30,0.0,,continue,manual,4.95,,false,false,'850006768301,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$5.15,,,,,ROUTEINS31,0.0,,continue,manual,5.15,,false,false,'850006768318,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$5.35,,,,,ROUTEINS32,0.0,,continue,manual,5.35,,false,false,'850006768325,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$5.55,,,,,ROUTEINS33,0.0,,continue,manual,5.55,,false,false,'850006768332,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$5.75,,,,,ROUTEINS34,0.0,,continue,manual,5.75,,false,false,'850006768349,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$5.95,,,,,ROUTEINS35,0.0,,continue,manual,5.95,,false,false,'850006768356,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$6.15,,,,,ROUTEINS36,0.0,,continue,manual,6.15,,false,false,'850006768363,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$6.35,,,,,ROUTEINS37,0.0,,continue,manual,6.35,,false,false,'850006768370,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$6.55,,,,,ROUTEINS38,0.0,,continue,manual,6.55,,false,false,'850006768387,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$6.75,,,,,ROUTEINS39,0.0,,continue,manual,6.75,,false,false,'850006768394,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$6.95,,,,,ROUTEINS40,0.0,,continue,manual,6.95,,false,false,'850006768400,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$7.15,,,,,ROUTEINS41,0.0,,continue,manual,7.15,,false,false,'850006768417,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$7.35,,,,,ROUTEINS42,0.0,,continue,manual,7.35,,false,false,'850006768424,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$7.55,,,,,ROUTEINS43,0.0,,continue,manual,7.55,,false,false,'850006768431,,,,,,,,,,,,,,,,,,,lb,,,,,,,
